filename,width,height,class,xmin,ymin,xmax,ymax
WIN_20241217_18_36_43_Pro_jpg.rf.d3345bd05af7a2e0e9c8ae8906532f56.jpg,640,640,yellow sample,72,28,269,293
WIN_20241217_18_52_37_Pro-2-_jpg.rf.d44196884c5b563bc70a3c65af9ba5e8.jpg,640,640,red sample,121,299,305,549
WIN_20241217_18_53_13_Pro-2-_jpg.rf.d3d583d2450b733166b0acf2a0a7ba8f.jpg,640,640,red sample,260,246,331,522
WIN_20241218_18_42_03_Pro-2-_jpg.rf.d35344827baf9fc3d239e2ec8a797ee4.jpg,640,640,blue sample,402,139,530,478
WIN_20241217_18_53_04_Pro_jpg.rf.d43a3a7035e02f38c3d722966ba34e47.jpg,640,640,red sample,95,0,203,237
WIN_20241218_19_12_26_Pro-2-_jpg.rf.d4e7c627ae69696e7636995aaedf40d6.jpg,640,640,blue sample,404,366,502,461
WIN_20241218_19_12_26_Pro-2-_jpg.rf.d4e7c627ae69696e7636995aaedf40d6.jpg,640,640,red sample,319,280,414,431
WIN_20241218_19_12_26_Pro-2-_jpg.rf.d4e7c627ae69696e7636995aaedf40d6.jpg,640,640,yellow sample,403,124,490,321
WIN_20241218_19_13_54_Pro-3-_jpg.rf.d5131f9997c466539c3a99ea66c54786.jpg,640,640,blue sample,321,306,473,500
WIN_20241218_19_13_54_Pro-3-_jpg.rf.d5131f9997c466539c3a99ea66c54786.jpg,640,640,red sample,122,303,270,508
WIN_20241218_19_13_54_Pro-3-_jpg.rf.d5131f9997c466539c3a99ea66c54786.jpg,640,640,red sample,247,116,367,288
WIN_20241218_19_13_54_Pro-3-_jpg.rf.d5131f9997c466539c3a99ea66c54786.jpg,640,640,blue sample,333,190,468,318
WIN_20241217_18_52_37_Pro-2-_jpg.rf.d501885aa4779c0a1fd29c72c16dc4b6.jpg,640,640,red sample,336,92,521,343
WIN_20241218_18_41_11_Pro-3-_jpg.rf.d310ee838fef298da8ba12d9ca04a187.jpg,640,640,blue sample,309,157,413,296
WIN_20241217_18_52_54_Pro_jpg.rf.d5496934f427500d93cb38574e022e92.jpg,640,640,red sample,248,219,365,361

WIN_20241206_23_58_18_Pro-2-_jpg.rf.d4906d62c25985cc0ab015f90d034da1.jpg,640,640,yellow sample,214,284,367,567
WIN_20241207_00_28_16_Pro_jpg.rf.d5893deff7656666f031f4f8b93a672b.jpg,640,640,blue sample,274,167,348,458
WIN_20241218_18_41_10_Pro-2-_jpg.rf.d5909a8fd1ebfc08e75c7c74623142b7.jpg,640,640,blue sample,299,151,403,292
WIN_20241217_18_52_44_Pro_jpg.rf.d6083dd3324132f8d9561133762b4ac0.jpg,640,640,red sample,232,113,335,249
WIN_20241218_18_41_19_Pro-2-_jpg.rf.d5ab5b3217c7e00caac42c3fc5201c73.jpg,640,640,blue sample,293,301,434,505

WIN_20241217_18_36_50_Pro-2-_jpg.rf.d55da238c4255dec2001c52715ba846d.jpg,640,640,yellow sample,355,85,539,422
WIN_20241217_18_36_40_Pro_jpg.rf.d687ca69fe3d1e5a5cc68368b1e3dee9.jpg,640,640,yellow sample,333,332,494,512
WIN_20241206_23_58_12_Pro-2-_jpg.rf.d30bd6806534db0e645af2e8b9fc53e4.jpg,640,640,yellow sample,87,132,226,396
WIN_20241207_00_16_20_Pro-2-_jpg.rf.d62a96471aa853e4b9dfa8006a2f85d4.jpg,640,640,red sample,250,106,358,399
WIN_20241218_19_14_42_Pro_jpg.rf.d68532469ee46beb96a59f43712622f2.jpg,640,640,blue sample,62,195,149,471
WIN_20241218_19_14_42_Pro_jpg.rf.d68532469ee46beb96a59f43712622f2.jpg,640,640,yellow sample,228,195,376,398
WIN_20241218_19_14_42_Pro_jpg.rf.d68532469ee46beb96a59f43712622f2.jpg,640,640,yellow sample,93,9,260,224
WIN_20241218_19_14_42_Pro_jpg.rf.d68532469ee46beb96a59f43712622f2.jpg,640,640,blue sample,262,383,327,618
WIN_20241206_23_58_17_Pro-2-_jpg.rf.d32c17f69ccb92fa18b9f59d154391c4.jpg,640,640,yellow sample,288,267,443,557
WIN_20241218_19_13_41_Pro_jpg.rf.d274ace0fca91792252a7f8eaa9aaede.jpg,640,640,blue sample,304,42,399,229
WIN_20241218_19_13_41_Pro_jpg.rf.d274ace0fca91792252a7f8eaa9aaede.jpg,640,640,red sample,206,323,308,548
WIN_20241218_19_13_41_Pro_jpg.rf.d274ace0fca91792252a7f8eaa9aaede.jpg,640,640,red sample,191,196,306,360
WIN_20241218_19_13_41_Pro_jpg.rf.d274ace0fca91792252a7f8eaa9aaede.jpg,640,640,blue sample,330,219,447,428
WIN_20241218_19_13_41_Pro_jpg.rf.d274ace0fca91792252a7f8eaa9aaede.jpg,640,640,yellow sample,427,163,548,378
WIN_20241218_19_13_41_Pro_jpg.rf.d274ace0fca91792252a7f8eaa9aaede.jpg,640,640,yellow sample,334,456,482,640
WIN_20241217_18_53_48_Pro_jpg.rf.d7494255e318dbb18c8743f1cf3eb6db.jpg,640,640,red sample,330,233,435,349
WIN_20241218_19_15_11_Pro-2-_jpg.rf.d50781ab1398b12e50d301572e57a9db.jpg,640,640,yellow sample,214,309,370,459
WIN_20241218_19_15_11_Pro-2-_jpg.rf.d50781ab1398b12e50d301572e57a9db.jpg,640,640,red sample,369,257,517,449
WIN_20241218_19_15_11_Pro-2-_jpg.rf.d50781ab1398b12e50d301572e57a9db.jpg,640,640,blue sample,41,298,226,472
WIN_20241218_18_41_17_Pro-3-_jpg.rf.d758d105130586486e9897ff207c5599.jpg,640,640,blue sample,280,516,443,639
WIN_20241217_18_36_58_Pro-2-_jpg.rf.d78af6dc6a67dc69d521b0b5cb15bdb4.jpg,640,640,yellow sample,128,22,268,316
WIN_20241217_18_36_29_Pro-2-_jpg.rf.d7d89066db307ae953373bd332aaead8.jpg,640,640,yellow sample,290,326,401,580
WIN_20241217_18_52_50_Pro_jpg.rf.d647b194c09aa368a9dbff0a2cd42014.jpg,640,640,red sample,235,287,349,427
WIN_20241217_18_53_06_Pro-3-_jpg.rf.d6e75e10ee610dc5f5278f49f30ade7c.jpg,640,640,red sample,79,12,170,223

WIN_20241207_00_27_58_Pro-2-_jpg.rf.d820f8378f6d843cb28577c088c6635c.jpg,640,640,blue sample,290,138,384,433
WIN_20241218_18_40_26_Pro-2-_jpg.rf.d7f174d8f2a2edd3698c35c3c8382071.jpg,640,640,blue sample,330,176,386,391
WIN_20241207_00_28_21_Pro-2-_jpg.rf.d6906e31daf93f5b1263d5d8ac1d681a.jpg,640,640,blue sample,283,117,422,417
WIN_20241207_00_16_51_Pro-2-_jpg.rf.d669b196b1fc288da6a6a8fc53efceff.jpg,640,640,red sample,174,240,311,470
WIN_20241217_18_36_53_Pro_jpg.rf.d893ab793fe8c5c4aaec70786a6f0bff.jpg,640,640,yellow sample,207,164,400,498
WIN_20241217_18_53_36_Pro-2-_jpg.rf.d2534a5423d0db744dd3447b51d4e709.jpg,640,640,red sample,392,198,544,361
WIN_20241207_00_28_04_Pro-2-_jpg.rf.d8a57041ee6f71c1f6eb96f42fe2ce75.jpg,640,640,blue sample,156,147,263,464
WIN_20241218_19_14_24_Pro-3-_jpg.rf.d82d546b58028b5bba56eb44e7971ca9.jpg,640,640,red sample,202,214,314,411
WIN_20241218_19_14_24_Pro-3-_jpg.rf.d82d546b58028b5bba56eb44e7971ca9.jpg,640,640,yellow sample,343,373,415,586
WIN_20241218_19_14_24_Pro-3-_jpg.rf.d82d546b58028b5bba56eb44e7971ca9.jpg,640,640,blue sample,435,300,553,483
WIN_20241218_19_14_24_Pro-3-_jpg.rf.d82d546b58028b5bba56eb44e7971ca9.jpg,640,640,red sample,292,0,386,135
WIN_20241218_19_14_24_Pro-3-_jpg.rf.d82d546b58028b5bba56eb44e7971ca9.jpg,640,640,yellow sample,317,148,434,329
WIN_20241218_19_14_24_Pro-3-_jpg.rf.d82d546b58028b5bba56eb44e7971ca9.jpg,640,640,blue sample,383,44,479,213
WIN_20241217_18_53_24_Pro_jpg.rf.d7dbaccb9c92b86a12e178c9c9fd8cff.jpg,640,640,red sample,307,290,449,532
WIN_20241218_18_42_09_Pro_jpg.rf.d2407a1bf0d785ad7fe04fe5dabe5341.jpg,640,640,blue sample,348,187,489,503
WIN_20241217_18_36_06_Pro_jpg.rf.d8104839e25ca7e2f735b1d535f40472.jpg,640,640,yellow sample,0,0,162,375
WIN_20241218_18_41_14_Pro-2-_jpg.rf.d80e1a6ae622b9b3c1e68c77657d4e01.jpg,640,640,blue sample,296,130,424,300
WIN_20241218_18_41_52_Pro_jpg.rf.d8967861706e5c407e88d469db2ceb2e.jpg,640,640,blue sample,338,111,465,402
WIN_20241218_18_40_36_Pro-2-_jpg.rf.d8c54b3df953cdfadaea0791e6a5c91c.jpg,640,640,blue sample,392,152,466,391
WIN_20241217_18_53_21_Pro_jpg.rf.d936de29959dabf2ed8411cf50fdf2cf.jpg,640,640,red sample,125,228,275,402
WIN_20241218_19_12_36_Pro-2-_jpg.rf.d9233194a6bb3569eea9eaa92c07202e.jpg,640,640,blue sample,235,35,301,239
WIN_20241218_19_12_36_Pro-2-_jpg.rf.d9233194a6bb3569eea9eaa92c07202e.jpg,640,640,yellow sample,144,265,237,438
WIN_20241218_19_12_36_Pro-2-_jpg.rf.d9233194a6bb3569eea9eaa92c07202e.jpg,640,640,red sample,309,318,403,539
WIN_20241218_18_42_14_Pro_jpg.rf.d8fc256201b9d6017f7d14ce0e7b0c3e.jpg,640,640,blue sample,85,305,247,562
WIN_20241206_23_58_26_Pro_jpg.rf.d8c81d7424fa04c5615b9ba4b9283f90.jpg,640,640,yellow sample,354,203,520,580
WIN_20241218_18_40_11_Pro_jpg.rf.d23c1a5da9a5f8aab2bf452cb790d11f.jpg,640,640,blue sample,224,212,307,442
WIN_20241206_23_58_21_Pro-2-_jpg.rf.da892f422c9b4e226465901910dd1c19.jpg,640,640,yellow sample,265,232,428,566
WIN_20241207_00_16_27_Pro_jpg.rf.d8660fe782d700f658d5323dfe5b8809.jpg,640,640,red sample,15,154,226,610
WIN_20241218_18_42_36_Pro_jpg.rf.da1a2218df5c3b482256f77244439ea3.jpg,640,640,blue sample,93,264,279,576
WIN_20241218_18_40_46_Pro-2-_jpg.rf.d23b90478e1ae16af5a86a83a11ec186.jpg,640,640,blue sample,227,196,308,466
WIN_20241217_18_35_51_Pro-2-_jpg.rf.da545b6ed1e503b8a8f80f163f3069cc.jpg,640,640,yellow sample,195,191,341,468
WIN_20241217_18_36_56_Pro-2-_jpg.rf.da90210b3663b7d35c99ef2a8dabf472.jpg,640,640,yellow sample,181,115,368,414
WIN_20241217_18_53_05_Pro_jpg.rf.da262b1617ff43a3a2646d06901a353e.jpg,640,640,red sample,440,352,568,566
WIN_20241206_23_58_07_Pro-2-_jpg.rf.db5f8ee0757f3a749c654375f96530da.jpg,640,640,yellow sample,242,192,359,476
WIN_20241218_18_40_45_Pro_jpg.rf.d2d04d72dac098a5fd056858279728c4.jpg,640,640,blue sample,391,146,453,367
WIN_20241217_18_36_48_Pro-3-_jpg.rf.db7b78f686e2448a861e2049c3f18227.jpg,640,640,yellow sample,187,261,348,568
WIN_20241217_18_53_39_Pro_jpg.rf.da5f2570392f7bbcd5c50315f54ce0f7.jpg,640,640,red sample,54,235,207,390
WIN_20241218_18_42_05_Pro-2-_jpg.rf.db895ff9a2234c541661bb0f2b97bb34.jpg,640,640,blue sample,154,0,308,238

WIN_20241218_18_40_23_Pro_jpg.rf.db1aa04ea0b92b54697afe786766f950.jpg,640,640,blue sample,246,171,317,424
WIN_20241218_19_13_55_Pro-3-_jpg.rf.da09948e1e2696be59aa8f803e54e6cf.jpg,640,640,red sample,43,184,198,409
WIN_20241218_19_13_55_Pro-3-_jpg.rf.da09948e1e2696be59aa8f803e54e6cf.jpg,640,640,blue sample,237,133,390,356
WIN_20241218_19_13_55_Pro-3-_jpg.rf.da09948e1e2696be59aa8f803e54e6cf.jpg,640,640,blue sample,250,53,389,184
WIN_20241218_19_13_55_Pro-3-_jpg.rf.da09948e1e2696be59aa8f803e54e6cf.jpg,640,640,red sample,166,0,288,181
WIN_20241218_19_14_19_Pro-2-_jpg.rf.dc1423a6d475ac423c611e8d9977493d.jpg,640,640,red sample,368,277,493,478
WIN_20241218_19_14_19_Pro-2-_jpg.rf.dc1423a6d475ac423c611e8d9977493d.jpg,640,640,blue sample,70,265,214,526
WIN_20241218_19_14_19_Pro-2-_jpg.rf.dc1423a6d475ac423c611e8d9977493d.jpg,640,640,yellow sample,244,368,347,640
WIN_20241218_19_14_19_Pro-2-_jpg.rf.dc1423a6d475ac423c611e8d9977493d.jpg,640,640,blue sample,204,106,311,251
WIN_20241218_19_14_19_Pro-2-_jpg.rf.dc1423a6d475ac423c611e8d9977493d.jpg,640,640,yellow sample,241,204,373,376
WIN_20241218_19_14_19_Pro-2-_jpg.rf.dc1423a6d475ac423c611e8d9977493d.jpg,640,640,red sample,296,77,394,209
WIN_20241218_18_40_33_Pro_jpg.rf.da872300329d9cdacbc71c8467d02b9d.jpg,640,640,blue sample,272,298,361,529
WIN_20241207_00_28_19_Pro_jpg.rf.dc1ee1293cdbebfb5e8016681a395bb1.jpg,640,640,blue sample,237,106,377,412
WIN_20241217_18_52_30_Pro-2-_jpg.rf.db2a81b85d077c3628a5cd495f279418.jpg,640,640,red sample,189,289,366,539
WIN_20241218_18_41_54_Pro_jpg.rf.dc5369561bf951dbf490c484648bdc7b.jpg,640,640,blue sample,402,134,515,407
WIN_20241218_18_42_14_Pro-3-_jpg.rf.daec1ae1f0df5a6797657dee42cda062.jpg,640,640,blue sample,368,161,525,402
WIN_20241218_19_14_35_Pro_jpg.rf.dc817c26378f2adec712195e7645a828.jpg,640,640,yellow sample,277,202,392,333
WIN_20241218_19_14_35_Pro_jpg.rf.dc817c26378f2adec712195e7645a828.jpg,640,640,red sample,360,353,490,506
WIN_20241218_19_14_35_Pro_jpg.rf.dc817c26378f2adec712195e7645a828.jpg,640,640,yellow sample,210,378,321,600
WIN_20241218_19_14_35_Pro_jpg.rf.dc817c26378f2adec712195e7645a828.jpg,640,640,blue sample,149,216,233,424
WIN_20241218_19_14_35_Pro_jpg.rf.dc817c26378f2adec712195e7645a828.jpg,640,640,blue sample,281,33,348,216
WIN_20241218_19_14_35_Pro_jpg.rf.dc817c26378f2adec712195e7645a828.jpg,640,640,red sample,387,3,458,208
WIN_20241218_18_40_39_Pro_jpg.rf.dce4a036b51d6b70b01b8dd61696f18e.jpg,640,640,blue sample,382,237,469,497
WIN_20241218_18_41_11_Pro-3-_jpg.rf.d25bc33507f4b10a34cfdb1512c8cf64.jpg,640,640,blue sample,231,155,334,296
WIN_20241218_18_40_09_Pro_jpg.rf.dc591133cc3bbeb39b22dfad45aba55b.jpg,640,640,blue sample,250,201,338,426
WIN_20241217_18_36_13_Pro_jpg.rf.dc98936f3c78c02ace57854ba98ff1ba.jpg,640,640,yellow sample,177,72,310,449
WIN_20241217_18_36_59_Pro_jpg.rf.dafa98e69e399980f9d58dd3e293ec2a.jpg,640,640,yellow sample,381,101,561,362
WIN_20241217_18_36_01_Pro_jpg.rf.dd6c4c9eee67ad55ac0d59e4670815b3.jpg,640,640,yellow sample,255,212,423,517
WIN_20241217_18_53_16_Pro-3-_jpg.rf.dd6acec374a49cb89f4d8e26969ab21c.jpg,640,640,red sample,268,277,416,618
WIN_20241218_19_15_40_Pro-3-_jpg.rf.dc8441e31207ce26dc78447cad23191a.jpg,640,640,red sample,483,47,618,344
WIN_20241218_19_15_40_Pro-3-_jpg.rf.dc8441e31207ce26dc78447cad23191a.jpg,640,640,blue sample,127,466,301,639
WIN_20241218_19_15_40_Pro-3-_jpg.rf.dc8441e31207ce26dc78447cad23191a.jpg,640,640,yellow sample,273,291,447,555
WIN_20241218_19_15_40_Pro-3-_jpg.rf.dc8441e31207ce26dc78447cad23191a.jpg,640,640,blue sample,266,120,415,373
WIN_20241218_19_15_40_Pro-3-_jpg.rf.dc8441e31207ce26dc78447cad23191a.jpg,640,640,yellow sample,201,34,330,293
WIN_20241217_18_53_16_Pro-3-_jpg.rf.ddfd0e1ee28890d186fd232bb62cba58.jpg,640,640,red sample,294,278,413,606
WIN_20241218_19_14_42_Pro-2-_jpg.rf.dd1420e1578d9d73b2215b9f69b6f9ba.jpg,640,640,blue sample,43,241,165,514
WIN_20241218_19_14_42_Pro-2-_jpg.rf.dd1420e1578d9d73b2215b9f69b6f9ba.jpg,640,640,yellow sample,225,280,370,465
WIN_20241218_19_14_42_Pro-2-_jpg.rf.dd1420e1578d9d73b2215b9f69b6f9ba.jpg,640,640,yellow sample,148,8,284,292
WIN_20241218_19_14_42_Pro-2-_jpg.rf.dd1420e1578d9d73b2215b9f69b6f9ba.jpg,640,640,blue sample,215,470,302,637

WIN_20241206_23_58_18_Pro-3-_jpg.rf.dd8930520be6bf2a3aa2c0e41baefe97.jpg,640,640,yellow sample,267,78,374,358
WIN_20241217_18_53_06_Pro-2-_jpg.rf.de4236177969179f8c338c7505cf1d59.jpg,640,640,red sample,123,15,214,231
WIN_20241217_18_36_44_Pro_jpg.rf.db4c858ca401cb7cf602cb9a426c676a.jpg,640,640,yellow sample,324,359,490,640
WIN_20241217_18_53_46_Pro-2-_jpg.rf.dd7a0900b14cc9b09fc91dcf7b802fd0.jpg,640,640,red sample,217,135,363,292
WIN_20241217_18_37_00_Pro-2-_jpg.rf.dd5f50c09d61e6af3df455cffb118982.jpg,640,640,yellow sample,224,161,401,496
WIN_20241217_18_36_49_Pro-2-_jpg.rf.dd4d52cd91c759cd2f509716f5e522a0.jpg,640,640,yellow sample,358,273,521,609
WIN_20241217_18_36_40_Pro_jpg.rf.de6813b9e163fa9e424020e3e5d3eaa4.jpg,640,640,yellow sample,308,335,468,543
WIN_20241218_18_42_32_Pro-2-_jpg.rf.de105206ed311b9b797f49c54de0281b.jpg,640,640,blue sample,224,137,379,392
WIN_20241218_18_40_15_Pro_jpg.rf.dd554079b02f9c0a451fc03943094963.jpg,640,640,blue sample,400,94,486,381


WIN_20241217_18_36_41_Pro-2-_jpg.rf.dd6ee753d9f2234ecbbfa13ec9109500.jpg,640,640,yellow sample,24,130,214,291
WIN_20241217_18_53_40_Pro_jpg.rf.de6051c8c444c844142606f828689ddb.jpg,640,640,red sample,124,103,290,257
WIN_20241218_18_42_14_Pro-3-_jpg.rf.dd7bc2936a99a54905a4a42b6b058bd1.jpg,640,640,blue sample,115,238,272,479

WIN_20241217_18_52_51_Pro_jpg.rf.ddd092ba54a52f6d242a6c3ac7b704ec.jpg,640,640,red sample,22,251,219,492
WIN_20241218_18_42_31_Pro_jpg.rf.dedea641d0462fd49cc970ce6229580c.jpg,640,640,blue sample,250,201,401,497
WIN_20241207_00_28_08_Pro_jpg.rf.dee7a8c4582869826215dea32affab90.jpg,640,640,blue sample,46,155,288,420
WIN_20241217_18_52_30_Pro_jpg.rf.de111b24ac54316192bdb5637ca6919f.jpg,640,640,red sample,188,181,353,456
WIN_20241218_19_14_08_Pro_jpg.rf.df2be7d56bce407b58c05f9e9a30dad4.jpg,640,640,red sample,403,194,478,416
WIN_20241218_19_14_08_Pro_jpg.rf.df2be7d56bce407b58c05f9e9a30dad4.jpg,640,640,blue sample,268,213,346,434
WIN_20241218_19_14_08_Pro_jpg.rf.df2be7d56bce407b58c05f9e9a30dad4.jpg,640,640,blue sample,97,242,188,477
WIN_20241217_18_36_03_Pro-2-_jpg.rf.df45a899633162854ea1af9272bbc327.jpg,640,640,yellow sample,268,209,439,523
WIN_20241207_00_16_39_Pro-2-_jpg.rf.df77b01163775668cd1360ba338551e5.jpg,640,640,red sample,293,95,448,372
WIN_20241217_18_53_49_Pro_jpg.rf.de9189e87e2c8589ae4a0ef608865d18.jpg,640,640,red sample,198,258,302,355
WIN_20241217_18_36_52_Pro_jpg.rf.deaf5f66f1b45807d4c426149b700b21.jpg,640,640,yellow sample,276,177,505,538
WIN_20241217_18_53_27_Pro_jpg.rf.dfe810fbf7b05a7dc4defecd7b0fd140.jpg,640,640,red sample,67,170,211,328
WIN_20241218_19_12_15_Pro-3-_jpg.rf.dfb253bc15c50bd97538c32faab6246f.jpg,640,640,blue sample,253,220,381,383
WIN_20241218_19_12_15_Pro-3-_jpg.rf.dfb253bc15c50bd97538c32faab6246f.jpg,640,640,red sample,395,268,478,472
WIN_20241218_19_12_15_Pro-3-_jpg.rf.dfb253bc15c50bd97538c32faab6246f.jpg,640,640,yellow sample,347,527,444,639
WIN_20241218_18_41_25_Pro_jpg.rf.dfcb10d14bd6e246f87c42b0dbffdb69.jpg,640,640,blue sample,405,213,574,375
WIN_20241217_18_53_35_Pro-2-_jpg.rf.dfdd86e6e3468429a139b1818cceb9e7.jpg,640,640,red sample,330,146,476,306
WIN_20241217_18_52_55_Pro-2-_jpg.rf.dfad3d96f33c322035f6b256e5dcdc94.jpg,640,640,red sample,59,11,267,317
WIN_20241217_18_52_28_Pro-2-_jpg.rf.deb3bb146a438cbc8477b71fe6c9b353.jpg,640,640,red sample,65,374,241,623
WIN_20241218_18_40_47_Pro-3-_jpg.rf.e048c517dedd44271a1e3d2c9a594996.jpg,640,640,blue sample,298,110,408,381
WIN_20241217_18_36_14_Pro_jpg.rf.e021d57296f3c121d5a59d6a9753d79b.jpg,640,640,yellow sample,268,87,475,460
WIN_20241218_18_42_00_Pro-2-_jpg.rf.df628f35d4491d56f08aaca1ee4e8eef.jpg,640,640,blue sample,274,60,461,407
WIN_20241218_19_12_26_Pro_jpg.rf.df4f997604cf96105ddbd4feba9723bf.jpg,640,640,blue sample,374,363,468,455
WIN_20241218_19_12_26_Pro_jpg.rf.df4f997604cf96105ddbd4feba9723bf.jpg,640,640,red sample,290,263,383,418
WIN_20241218_19_12_26_Pro_jpg.rf.df4f997604cf96105ddbd4feba9723bf.jpg,640,640,yellow sample,388,106,463,309
WIN_20241217_18_35_50_Pro-2-_jpg.rf.e07d027a7df199e68418068264c68cf2.jpg,640,640,yellow sample,242,198,400,447
WIN_20241206_23_58_27_Pro_jpg.rf.e03bfa74c86c8102498d90896adcd7d9.jpg,640,640,yellow sample,106,19,300,378
WIN_20241218_19_13_42_Pro-2-_jpg.rf.e0b7e105ccf1e34890920b5d46178e0d.jpg,640,640,blue sample,259,56,327,235
WIN_20241218_19_13_42_Pro-2-_jpg.rf.e0b7e105ccf1e34890920b5d46178e0d.jpg,640,640,yellow sample,73,340,197,562
WIN_20241218_19_13_42_Pro-2-_jpg.rf.e0b7e105ccf1e34890920b5d46178e0d.jpg,640,640,red sample,274,356,329,555
WIN_20241218_19_13_42_Pro-2-_jpg.rf.e0b7e105ccf1e34890920b5d46178e0d.jpg,640,640,red sample,301,248,404,431
WIN_20241218_19_13_42_Pro-2-_jpg.rf.e0b7e105ccf1e34890920b5d46178e0d.jpg,640,640,blue sample,168,174,254,378
WIN_20241218_19_13_42_Pro-2-_jpg.rf.e0b7e105ccf1e34890920b5d46178e0d.jpg,640,640,yellow sample,90,61,176,270
WIN_20241217_18_53_26_Pro_jpg.rf.e0daa4525474c670465c52115adf2c2d.jpg,640,640,red sample,322,330,483,557
WIN_20241206_23_58_10_Pro_jpg.rf.e0fd7e416db6132dfbb216debce17f42.jpg,640,640,yellow sample,370,107,503,397
WIN_20241207_00_16_51_Pro-2-_jpg.rf.dfb7faf85c892329777bf49a30ae64d0.jpg,640,640,red sample,193,156,314,391
WIN_20241217_18_52_48_Pro_jpg.rf.e131cf227d3ea4321d37f9bc9eb3cb51.jpg,640,640,red sample,403,255,502,341
WIN_20241218_19_14_26_Pro-2-_jpg.rf.e128c02dd41c4890a189cb8449bee28d.jpg,640,640,red sample,214,412,343,606
WIN_20241218_19_14_26_Pro-2-_jpg.rf.e128c02dd41c4890a189cb8449bee28d.jpg,640,640,blue sample,274,291,388,463
WIN_20241218_19_14_26_Pro-2-_jpg.rf.e128c02dd41c4890a189cb8449bee28d.jpg,640,640,yellow sample,209,197,311,374
WIN_20241218_19_14_26_Pro-2-_jpg.rf.e128c02dd41c4890a189cb8449bee28d.jpg,640,640,red sample,74,105,183,319
WIN_20241218_19_14_26_Pro-2-_jpg.rf.e128c02dd41c4890a189cb8449bee28d.jpg,640,640,yellow sample,182,11,254,168
